Ялта,2014-01-01,1:00,3,5,пасмурно; без осадков,769,85,северо-восточный,5
Джанкой,2014-12-15,8:00,-1,1,пасмурно; без осадков,770,98,восточный,1
Джанкой,2014-12-15,14:00,2,4,ясно; без осадков,769,78,северо-восточный,2
Джанкой,2014-12-15,20:00,-1,-3,малооблачно; без осадков,770,95,юго-восточный,2
Евпатория,2014-12-15,2:00,1,3,пасмурно; без осадков,770,98,северо-восточный,3
Евпатория,2014-12-15,8:00,0,2,пасмурно; без осадков,770,98,северо-восточный,3
Евпатория,2014-12-15,14:00,7,9,ясно; без осадков,769,80,восточный,2
Евпатория,2014-12-15,20:00,7,9,пасмурно; без осадков,770,86,юго-восточный,3
Саки,2014-12-15,2:00,-1,-3,малооблачно; без осадков,769,94,северо-восточный,2
Саки,2014-12-15,8:00,-1,-3,малооблачно; без осадков,769,91,северо-восточный,2
Саки,2014-12-15,14:00,7,9,ясно; без осадков,768,75,северо-восточный,1
Саки,2014-12-15,20:00,2,4,облачно; без осадков,769,91,восточный,2
Керчь,2014-12-15,2:00,0,-2,ясно; без осадков,770,95,северо-восточный,3
Керчь,2014-12-15,8:00,0,2,пасмурно; без осадков,770,98,северный,2
Керчь,2014-12-15,14:00,5,7,пасмурно; без осадков,770,91,северный,2
Керчь,2014-12-15,20:00,-1,1,малооблачно; без осадков,770,93,северный,3
Красноперекопск,2014-12-15,2:00,0,-2,пасмурно; без осадков,770,99,юго-восточный,1
Красноперекопск,2014-12-15,8:00,-1,-3,пасмурно; без осадков,770,98,восточный,2
Красноперекопск,2014-12-15,14:00,3,5,малооблачно; без осадков,769,80,восточный,2
Красноперекопск,2014-12-15,20:00,-1,1,пасмурно; без осадков,770,90,восточный,3
Щелкино,2014-12-15,2:00,1,3,ясно; без осадков,767,92,северо-восточный,3
Щелкино,2014-12-15,8:00,1,3,пасмурно; без осадков,767,98,северный,2
Щелкино,2014-12-15,14:00,2,4,пасмурно; без осадков,767,88,северный,1
Щелкино,2014-12-15,20:00,1,3,ясно; без осадков,767,85,северо-восточный,1
Симферополь,2014-12-15,2:00,0,2,ясно; без осадков,747,69,южный,3
Симферополь,2014-12-15,8:00,0,2,ясно; без осадков,747,83,юго-восточный,1
Симферополь,2014-12-15,14:00,7,9,ясно; без осадков,746,65,западный,1
Симферополь,2014-12-15,20:00,0,2,ясно; без осадков,747,89,юго-восточный,1
Судак,2014-12-15,2:00,3,5,ясно; без осадков,767,51,северный,2
Судак,2014-12-15,8:00,2,4,ясно; без осадков,767,63,северный,1
Судак,2014-12-15,14:00,6,8,ясно; без осадков,767,77,юго-восточный,2
Судак,2014-12-15,20:00,6,8,облачно; без осадков,767,88,юго-западный,1
Феодосия,2014-12-15,2:00,0,2,ясно; без осадков,770,89,северо-западный,3
Феодосия,2014-12-15,8:00,0,2,пасмурно; без осадков,770,91,северо-западный,4
Феодосия,2014-12-15,14:00,4,6,ясно; без осадков,769,77,северный,1
Феодосия,2014-12-15,20:00,0,2,ясно; без осадков,770,89,северный,2
Армянск,2014-12-15,2:00,0,2,пасмурно; без осадков,769,99,юго-восточный,2
Армянск,2014-12-15,8:00,-1,1,пасмурно; без осадков,769,99,восточный,2
Армянск,2014-12-15,14:00,3,5,малооблачно; без осадков,768,84,восточный,3
Армянск,2014-12-15,20:00,1,3,пасмурно; без осадков,769,90,юго-восточный,4
Черноморское,2014-12-15,2:00,1,3,пасмурно; без осадков,769,98,юго-восточный,2
Черноморское,2014-12-15,8:00,1,3,пасмурно; без осадков,769,98,юго-восточный,2
Черноморское,2014-12-15,14:00,8,10,пасмурно; без осадков,768,80,юго-восточный,3
Черноморское,2014-12-15,20:00,6,8,облачно; без осадков,768,91,южный,2
Севастополь,2014-12-15,2:00,3,5,ясно; без осадков,770,80,восточный,1
Севастополь,2014-12-15,8:00,2,4,ясно; без осадков,770,87,северо-восточный,2
Севастополь,2014-12-15,14:00,8,10,ясно; без осадков,768,71,южный,2
Севастополь,2014-12-15,20:00,2,4,ясно; без осадков,770,85,юго-восточный,3
Ялта,2014-12-16,2:00,6,8,пасмурно; без осадков,770,99,северо-восточный,1
Ялта,2014-12-16,8:00,6,8,малооблачно; без осадков,769,95,северо-восточный,2
Ялта,2014-12-16,14:00,7,9,ясно; без осадков,768,91,северо-восточный,2
Ялта,2014-12-16,20:00,7,9,облачно; без осадков,768,94,северо-восточный,1
Алушта,2014-12-16,2:00,6,8,пасмурно; без осадков,767,93,южный,1
Алушта,2014-12-16,8:00,5,7,пасмурно; без осадков,767,93,восточный,2
Алушта,2014-12-16,14:00,6,8,пасмурно; без осадков,766,94,восточный,1
Алушта,2014-12-16,20:00,6,8,пасмурно; без осадков,766,92,юго-восточный,1
Бахчисарай,2014-12-16,2:00,0,-2,облачно; без осадков,751,97,восточный,1
Бахчисарай,2014-12-16,8:00,-1,1,ясно; без осадков,749,94,восточный,1
Бахчисарай,2014-12-16,14:00,6,8,ясно; без осадков,749,75,северо-западный,1
Бахчисарай,2014-12-16,20:00,1,3,облачно; без осадков,749,92,восточный,2
Джанкой,2014-12-16,2:00,0,-2,малооблачно; без осадков,770,95,восточный,2
Джанкой,2014-12-16,8:00,-1,1,облачно; без осадков,769,96,восточный,2
Джанкой,2014-12-16,14:00,5,7,ясно; без осадков,767,86,северо-восточный,2
Джанкой,2014-12-16,20:00,0,2,пасмурно; без осадков,767,95,восточный,3
Евпатория,2014-12-16,2:00,7,9,облачно; без осадков,769,87,юго-восточный,4
Евпатория,2014-12-16,8:00,5,7,ясно; без осадков,769,91,восточный,3
Евпатория,2014-12-16,14:00,8,10,облачно; без осадков,767,76,южный,4
Евпатория,2014-12-16,20:00,6,8,малооблачно; без осадков,767,88,восточный,4
Саки,2014-12-16,2:00,2,4,облачно; без осадков,769,88,восточный,2
Саки,2014-12-16,8:00,1,3,ясно; без осадков,768,87,восточный,2
Саки,2014-12-16,14:00,8,10,ясно; без осадков,767,72,южный,1
Саки,2014-12-16,20:00,1,3,малооблачно; без осадков,767,93,северо-восточный,2
Керчь,2014-12-16,2:00,-1,-3,малооблачно; без осадков,770,90,северо-западный,3
Керчь,2014-12-16,8:00,0,2,облачно; без осадков,770,88,северо-восточный,3
Керчь,2014-12-16,14:00,5,7,облачно; без осадков,769,87,восточный,3
Керчь,2014-12-16,20:00,4,6,пасмурно; без осадков,769,89,юго-восточный,2
Красноперекопск,2014-12-16,2:00,-1,1,пасмурно; без осадков,770,90,юго-восточный,2
Красноперекопск,2014-12-16,8:00,1,3,пасмурно; без осадков,769,90,юго-восточный,3
Красноперекопск,2014-12-16,14:00,6,8,ясно; без осадков,768,86,восточный,2
Красноперекопск,2014-12-16,20:00,1,3,пасмурно; без осадков,767,95,восточный,2
Щелкино,2014-12-16,2:00,0,2,ясно; без осадков,767,88,восточный,1
Щелкино,2014-12-16,8:00,0,2,облачно; без осадков,767,95,восточный,3
Щелкино,2014-12-16,14:00,5,7,пасмурно; без осадков,766,82,восточный,3
Щелкино,2014-12-16,20:00,3,5,облачно; без осадков,766,91,юго-восточный,4
Симферополь,2014-12-16,2:00,0,2,облачно; без осадков,747,95,юго-восточный,2
Симферополь,2014-12-16,8:00,1,3,малооблачно; без осадков,746,91,восточный,2
Симферополь,2014-12-16,14:00,7,9,ясно; без осадков,746,72,северный,1
Симферополь,2014-12-16,20:00,1,3,облачно; без осадков,745,87,юго-восточный,3
